Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201505,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,70
201505,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,40
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,23
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,151
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,187
201505,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,11
201506,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,721
201506,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,37
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,262
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,103
201506,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,6
201507,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,1081
201507,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,36
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,144
201507,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,10
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,11
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,378
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,44
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,131
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,175
201508,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,103
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,14
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,126
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,250
201509,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,98
201510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,68
201510,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,27
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,123
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,110
201511,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,7
201511,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,180
201511,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,387
201512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,193
201512,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,46
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,128
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,43
201601,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,146
201601,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,39
201601,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,2
201601,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,701
201602,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,43
201602,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,22
201602,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,31
201602,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,16
201603,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,29
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,169
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,114
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,39
201604,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,32
201604,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,17
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,84
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,60
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,2
201605,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,19
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,55
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,76
201605,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,253
201606,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,57
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,62
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,75
201606,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,1
201607,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,44
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,23
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,252
201607,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,1
201608,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,154
201608,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,29
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,851
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,184
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,394
201609,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,16
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,980
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,67
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,34
201610,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,33
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,1
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,50
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,21
201610,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,4
201611,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,36
201611,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,21
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,1248
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,19
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,15
201612,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,57
201612,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,54
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,470
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,6
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,15
201701,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,56
201701,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1
201701,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4
201701,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,1
201702,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,24
201702,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,6
201702,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,45
201703,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,62
201703,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,203
201703,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,71
201703,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,11
201704,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,173
201704,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,41
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,112
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,57
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,55
201704,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Thru / Transit,Other,International,G,137
201705,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,274
201705,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,124
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,21
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,1085
201705,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,251
201706,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,139
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,460
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,16
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,13
201707,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,117
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,1160
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,8
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,18
201708,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,139
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,1734
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,5
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,29
201709,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,94
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,4
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,150
201709,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,213
201709,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,54
201710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,122
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,94
201711,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,75
201711,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,96
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,319
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,26
201712,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,38
201712,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,87
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,30
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,34
201801,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,17
201801,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,96
201801,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,56
201801,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,1009
201802,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,105
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,41
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,278
201803,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,93
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,43
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,790
201804,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,11
201804,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,94
201804,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,271
201804,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,971
201805,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,A,169
201805,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,776
201805,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,236
201805,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,774
201805,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,134
201805,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,84
201805,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,12
201805,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,9
201806,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,261
201806,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,A,182
201806,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,1614
201806,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,416
201806,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1461
201806,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,466
201806,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,83
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,235
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,402
201806,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,4
201807,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,A,375
201807,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2058
201807,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,1380
201807,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,2164
201807,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,466
201807,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,106
201807,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,938
201807,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,16
201808,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,227
201808,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2646
201808,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,2884
201808,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,470
201808,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,102
201808,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,23
201808,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,368
201809,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2287
201809,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,249
201809,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,2344
201809,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,716
201809,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,86
201809,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,10
201809,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,301
201810,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2282
201810,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,631
201810,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,2204
201810,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,491
201810,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,106
201810,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,22
201810,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,379
201811,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,293
201811,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2052
201811,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1515
201811,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,298
201811,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,89
201811,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,37
201811,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,180
201812,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2179
201812,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1682
201812,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,421
201812,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,59
201812,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,2
201812,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,99
201812,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,10
201901,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,194
201901,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,1328
201901,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1982
201901,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,538
201901,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,38
201901,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,812
201901,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,211
201901,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,3
201902,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,120
201902,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,986
201902,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1336
201902,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,270
201902,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,8
201902,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,490
201903,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,1314
201903,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,316
201903,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1336
201903,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,323
201903,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,81
201903,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,314
201904,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,A,207
201904,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,1669
201904,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,437
201904,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,2050
201904,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,368
201904,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,95
201904,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,15
201904,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8
201905,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2148
201905,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,452
201905,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1578
201905,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,368
201905,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,65
201905,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,4
201905,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,469
201906,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2396
201906,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,1129
201906,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,1661
201906,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,368
201906,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,107
201906,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Thru / Transit,Other,International,G,102
201906,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,4
201906,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,1336
201907,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,3332
201907,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,842
201907,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,G,2797
201907,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,380
201907,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,70
201907,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,46
201907,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,381
201908,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,194
201908,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,2865
201908,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,1964
